代码		    名称		涨幅		现价		当日成交额		主力净额		资金流向		主力资金流向[20260112]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间		
SH600106	重庆路桥	-0.15%		6.46		1.78亿		-34738401	--		-2039.81万	-19350693	2.08%		1.39		85.86亿		--		--		公路铁路运输	【参股券商;ETC;西部大开发;PPP概念;参股银行;智慧城市;创投;沪股通;融资融券】	--		--		-0.62%		+1.89%		-0.15		-0.15%		232560		1881152		--		--		
SH600108	亚盛集团	-0.85%		3.50		5.02亿		-14511966	--		29.89万		-67615609	7.33%		1.61		68.14亿		--		--		种植业与林业	【土地流转;玉米;粮食概念;农业种植;啤酒概念;乡村振兴;国企改革;代糖概念;参股券商;西部大开发;跨境电商;水利;回购增持再贷款概念;融资融券;沪股通】	--		--		+7.36%		+13.64%		+0.57		+0.57%		19616728	6556550		--		--		
SH600109	国金证券	+1.69%		9.65		5.32亿		+38501740	4920.82万	4526.16万	49208224	1.50%		1.10		357.57亿	--		--		证券		【期货概念;西部大开发;腾讯概念;沪股通;融资融券】	--		--		+3.65%		+5.70%		+0.00		+0.00%		3280693		7660170		--		--		
SH600110	诺德股份	+1.47%		7.59		6.94亿		-27555872	2228.40万	893.49万	22284001	5.33%		1.16		131.70亿	--		--		电池		【PET铜箔;固态电池;锂电池概念;宁德时代概念;PCB概念;储能;比亚迪概念;特斯拉概念;新能源汽车;粤港澳大湾区;绿色电力;无人机;核电;军工;融资融券;股权转让(并购重组);沪股通】	--		--		+3.41%		+8.90%		-0.40		-0.40%		2683766		5076951		--		--		
SH600111	北方稀土	+6.21%		52.48		118.08亿	+1125911150	18.59亿		15.59亿		1859002260	6.37%		1.44		1897.19亿	--		--		小金属		【稀土永磁;小金属概念;金属回收;2025三季报预增;军工;同花顺漂亮100;西部大开发;专精特新;氢能源;国企改革;回购增持再贷款概念;沪股通;融资融券】	--		--		+14.01%		+14.59%		+1.42		+1.42%		56669399	86135424	--		--		
SH600113	浙江东日	-1.12%		61.65		3.88亿		-54708923	408.40万	-1774.71万	4083959		1.54%		1.27		253.65亿	--		--		零售		【冷链物流;统一大市场;预制菜;乡村振兴;参股银行;共同富裕示范区;中俄贸易概念;国企改革;长三角一体化;智能医疗;人工智能;融资融券;沪股通】	--		--		-8.38%		+9.27%		+0.55		+0.55%		501520		1738530		--		--		
SH600114	东睦股份	-1.31%		30.85		5.91亿		-6007982	--		-5383.06万	-105007079	3.13%		1.06		190.15亿	--		--		通用设备	【人形机器人;3D打印;特斯拉概念;消费电子概念;苹果概念;新能源汽车;小米概念;机器人概念;数据中心;柔性屏(折叠屏);两轮车;低空经济;华为概念;燃料电池;东数西算(算力);智能医疗;沪股通;融资融券】	--		--		+2.49%		+2.56%		-0.03		-0.03%		853125		4158580		--		--		
SH600115	中国东航	+0.33%		6.00		6.69亿		-31591041	5463.10万	1571.04万	54630976	0.65%		0.78		1021.50亿	--		--		机场航运	【跨境电商;同花顺中特估100;证金持股;国企改革;央企国企改革;大飞机;3D打印;沪股通;融资融券;中字头股票】	--		--		+6.76%		+19.28%		-0.17		-0.17%		4521678		2373840		--		--		
SH600116	三峡水利	+0.77%		6.58		9157.90万	-5688261	1552.33万	19.14万		15523284	0.73%		1.02		125.82亿	--		--		电力		【国企改革;央企国企改革;绿色电力;西部大开发;水利;虚拟电厂;充电桩;储能;沪股通;融资融券;小金属概念】	--		--		+0.92%		+3.46%		+0.15		+0.15%		427062		610624		--		--		
SH600117	西宁特钢	+2.38%		3.01		1.46亿		-6057606	1726.75万	710.47万	17267512	1.50%		1.81		97.98亿		--		--		钢铁		【特钢概念;西部大开发;雅下水电概念;煤炭概念;海工装备;军工;商业航天;沪股通】	--		--		+5.24%		+9.06%		+0.00		+0.00%		757453		1944761		--		--		
SH600118	中国卫星	+10.00%		116.66		79.85亿		+1572466700	2.58亿		8.49亿		257980270	5.89%		0.42		1379.49亿	--		商业航天+卫星研制+央企+扭亏	军工装备	【商业航天;卫星导航;大飞机;6G概念;国产航母;军民融合;中字头股票;军工;无人机;低空经济;高端装备;央企国企改革;芯片概念;水利;人工智能;一带一路;京津冀一体化;国企改革;智能医疗;沪股通;融资融券】	--		--		+60.40%		+121.79%	+5.61		+5.61%		339147200	8971154		09:46:16	09:46:16	
SH600119	长江投资	+1.89%		8.08		5175.52万	-1927532	874.98万	56.95万		8749848		1.76%		1.40		29.51亿		--		--		物流		【物业管理;租售同权;上海国企改革;跨境电商;统一大市场;国企改革;自由贸易港;长三角一体化;卫星导航;金属铜】	--		--		+0.75%		-1.22%		+0.25		+0.25%		348210		706192		--		--		
SH600120	浙江东方	+7.08%		7.41		21.52亿		+41385220	1.43亿		1.04亿		143332610	8.71%		1.66		253.08亿	--		--		多元金融	【量子科技;创投;信托概念;参股券商;参股银行;国企改革;共同富裕示范区;参股保险;期货概念;证金持股;融资融券;中芯国际概念;沪股通】	--		--		+21.38%		+22.58%		+3.32		+3.32%		17778897	16294590	--		--		
SH600121	郑州煤电	+1.11%		4.57		3.13亿		-1193201	--		267.41万	-17959209	5.67%		0.87		55.68亿		--		--		煤炭开采加工	【煤炭概念;国企改革;安防;工业互联网;数据要素;DeepSeek概念;东数西算(算力);机器人概念;信创;沪股通;融资融券】	--		--		+7.53%		+3.39%		+0.44		+0.44%		1256672		3984583		--		--		
SH600123	兰花科创	+0.32%		6.18		1.25亿		+2041369	--		-1297.24万	-27985017	1.37%		1.02		91.05亿		--		--		煤炭开采加工	【煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券】	--		--		+4.04%		+2.49%		+0.00		+0.00%		598752		1463424		--		--		
SH600125	铁龙物流	+0.00%		6.41		1.13亿		-2962648	--		-656.29万	-13438439	1.36%		1.07		83.68亿		--		--		公路铁路运输	【冷链物流;统一大市场;国企改革;航运概念;碳中和;中俄贸易概念;一带一路;沪股通;融资融券】	--		--		-1.23%		+3.22%		-0.94		-0.94%		2294890		469853		--		--		
SH600126	杭钢股份	+5.38%		9.20		12.80亿		+7494851	1.82亿		7063.44万	182404533	4.17%		2.53		310.70亿	--		--		钢铁		【算力租赁;东数西算(算力);国资云;阿里巴巴概念;数据中心;智慧城市;数字经济;DeepSeek概念;比亚迪概念;汽车拆解概念;国企改革;绿色电力;特钢概念;沪股通;融资融券】	--		--		+14.00%		+13.44%		+1.95		+1.95%		11911066	14306920	--		--		
SH600127	金健米业	+0.44%		6.81		1.47亿		+854136		--		-359.70万	-7106021	3.39%		1.11		43.71亿		--		--		农产品加工	【粮食概念;玉米;预制菜;乳业;乡村振兴;国企改革;养老概念;俄乌冲突概念;沪股通;融资融券】	--		--		+0.00%		-2.85%		-0.15		-0.15%		1567932		1964004		--		--		
SH600128	苏豪弘业	-0.53%		11.28		8307.77万	-5533389	--		-128.83万	-127822		2.98%		1.15		27.84亿		--		--		贸易		【跨境电商;宠物经济;创投;国企改革;知识产权保护;化肥;煤炭概念;期货概念】	--		--		+2.64%		+7.22%		+0.26		+0.26%		986916		901272		--		--		
SH600129	太极集团	+2.79%		19.16		2.78亿		+6999256	2232.29万	171.70万	22322936	2.66%		1.74		105.65亿	--		--		中药		【维生素;医药电商;农业种植;流感;眼科医疗;肝炎概念;禽流感;仿制药一致性评价;医美概念;养老概念;医疗器械概念;创新药;乡村振兴;超级品牌;土地流转;国企改革;西部大开发;减肥药;人工智能;央企国企改革;AI智能体;百度概念;阿里巴巴概念;股权转让(并购重组);沪股通;融资融券】	--		--		+5.22%		+5.04%		+0.11		+0.11%		412386		1607543		--		--		
SH600131	国网信通	+5.48%		17.90		5.60亿		+36069657	1.14亿		5284.93万	114183340	2.66%		2.78		214.07亿	--		--		IT服务		【虚拟电厂;智能电网;电力物联网;雅下水电概念;央企国企改革;碳交易;充电桩;储能;西部大开发;国企改革;数字孪生;量子科技;云计算;人工智能;鸿蒙概念;AI智能体;国资云;数据中心;华为概念;国产操作系统;东数西算(算力);算力租赁;5G;沪股通;融资融券】	--		--		+10.36%		+10.43%		-0.12		-0.12%		2086545		3096700		--		--		
SH600132	重庆啤酒	+0.42%		52.61		1.53亿		+6873285	837.66万	115.98万	8376597		0.60%		1.25		254.62亿	--		--		饮料制造	【啤酒概念;西部大开发;粤港澳大湾区;融资融券;沪股通】	--		--		-0.62%		+0.96%		+0.08		+0.08%		288365		1951831		--		--		
SH600133	东湖高新	-4.60%		10.17		10.85亿		-129014670	--		-1.11亿		-137429535	9.84%		1.95		108.44亿	--		--		环境治理	【碳交易;PPP概念;雄安新区;污水处理;固废处理;国企改革;创投;智慧城市;DeepSeek概念;数字经济;人工智能;沪股通;融资融券】	--		--		+10.78%		+12.13%		-1.03		-1.03%		26390825	14936679	--		--		
SH600135	乐凯胶片	+3.37%		12.27		9.67亿		+41186911	--		-2044.55万	-48415380	14.22%		0.95		67.89亿		--		--		塑料制品	【京津冀一体化;央企国企改革;雄安新区;国企改革;参股保险;医疗器械概念;柔性屏(折叠屏);光伏概念;锂电池概念;固态电池;融资融券】	--		--		+31.23%		+38.18%		-0.17		-0.17%		14983140	14677926	--		--		
SH600137	浪莎股份	+1.71%		19.58		4902.70万	-5146743	1102.89万	-14.05万	11028946	2.60%		0.98		19.04亿		--		--		服装家纺	【西部大开发】	--		--		+0.15%		+0.26%		+0.10		+0.10%		632056		503206		--		--		
SH600138	中青旅		+1.50%		10.13		3.55亿		+51419208	1607.26万	2708.06万	16072625	4.88%		1.27		73.32亿		--		--		旅游及酒店	【冰雪产业;旅游概念;体育产业;露营经济;IP经济(谷子经济);养老概念;乡村振兴;国企改革;一带一路;网络游戏;央企国企改革;DeepSeek概念;云计算;沪股通;融资融券;中字头股票】	--		--		+0.10%		+7.08%		+0.00		+0.00%		5572832		3764308		--		--		
SH600141	兴发集团	-2.94%		36.36		8.56亿		-17226307	--		-5832.23万	-125261046	2.13%		0.90		401.14亿	--		--		农化制品	【磷化工;氟化工概念;化肥;草甘膦;有机硅概念;硅能源;固态电池;锂电池概念;消毒剂;回购增持再贷款概念;比亚迪概念;国企改革;乡村振兴;中芯国际概念;机器人概念;芯片概念;沪股通;融资融券】	--		--		+4.18%		+14.16%		-0.64		-0.64%		4957704		3443292		--		--		
SH600143	金发科技	+2.82%		21.51		79.22亿		-1387725200	1493.10万	-8.28亿		14931030	13.93%		2.85		566.75亿	--		--		塑料制品	【PEEK材料;人形机器人;特斯拉概念;新能源汽车;机器人概念;5G;无人机;固态电池;碳纤维;锂电池概念;低空经济;储能;充电桩;氢能源;光伏概念;粤港澳大湾区;数字经济;可降解塑料;创投;碳中和;沪股通;融资融券;医疗器械概念;合成生物;数据中心;商业航天】	--		--		+14.29%		+19.97%		+3.78		+3.78%		179600317	72293174	--		--		
SH600148	长春一东	+2.57%		20.73		7031.15万	-84165		664.85万	238.50万	6648478		2.42%		1.71		29.34亿		--		--		汽车零部件	【中俄贸易概念;国企改革;一带一路;换电概念;央企国企改革;军工;无人机;专精特新;传感器;新能源汽车】	--		--		+4.38%		+4.22%		+1.39		+1.39%		790914		348264		--		--		
SH600149	廊坊发展	+0.77%		5.24		3728.28万	-1662742	155.79万	78.08万		1557882		1.88%		0.80		19.92亿		--		--		电力		【雄安新区;物业管理;国企改革;京津冀一体化】	--		--		+2.34%		+2.54%		+0.19		+0.19%		241223		760848		--		--		
SH600150	中国船舶	+1.03%		36.14		34.95亿		+243809830	2.02亿		2.47亿		202287730	1.29%		0.93		2719.76亿	--		--		军工装备	【中船系;国产航母;军民融合;央企国企改革;中字头股票;航运概念;军工;国企改革;海工装备;一带一路;同花顺中特估100;DeepSeek概念;高端装备;风电;2025三季报预增;同花顺出海50;股权转让(并购重组);沪股通;融资融券】	--		--		+6.80%		+6.01%		+0.06		+0.06%		21134854	25431718	--		--		
SH600151	航天机电	+9.99%		22.79		65.83亿		+981300280	--		2.04亿		-242349670	20.52%		1.00		326.87亿	--		航天系+军工概念+光伏组件	光伏设备	【军民融合;军工;央企国企改革;光伏概念;国企改革;绿色电力;汽车热管理;TOPCON电池;新能源汽车;人民币贬值受益;上海自贸区;比亚迪概念;融资融券;沪股通】	--		--		+38.54%		+62.79%		+2.32		+2.32%		67619223	6229647		09:56:41	13:35:17	
SH600152	维科技术	+10.07%		8.31		3.25亿		+104087001	1219.04万	5730.74万	12190446	7.63%		1.62		43.97亿		--		钠离子电池+机器人+消费电子	电池		【钠离子电池;固态电池;锂电池概念;换电概念;两轮车;储能;新型烟草(电子烟);共同富裕示范区;消费电子概念;华为汽车;机器人概念;无人机;华为概念】	--		--		+15.90%		+23.48%		+1.46		+1.46%		3041786		299991		10:24:18	10:24:18	
SH600153	建发股份	-0.11%		9.42		1.79亿		-7907639	--		-2304.83万	-34973263	0.66%		0.86		273.14亿	--		--		物流		【白酒概念;物业管理;新型城镇化;国企改革;海峡两岸;福建自贸区;一带一路;DeepSeek概念;沪股通;融资融券;光伏概念;新能源汽车;小米汽车;金属铜】	--		--		-1.15%		-0.84%		+0.11		+0.11%		290752		2342754		--		--		
SH600155	华创云信	+2.62%		7.06		3.69亿		+15753967	6757.47万	3206.52万	67574657	2.39%		1.46		156.28亿	--		--		证券		【期货概念;雄安新区;京津冀一体化;参股券商;数字经济;白酒概念;DeepSeek概念;AI智能体;云计算;沪股通;融资融券】	--		--		+6.49%		+3.98%		-0.15		-0.15%		3906282		4340488		--		--		
SH600156	华升股份	-0.61%		8.15		7748.69万	-9351618	--		-996.41万	-18117982	2.36%		1.04		32.77亿		--		--		纺织制造	【算力租赁;东数西算(算力);旅游概念;数据中心;液冷服务器;跨境电商;5G;柔性屏(折叠屏);养老概念;人民币贬值受益;消费电子概念;医疗器械概念;国企改革;股权转让(并购重组)】	--		--		-6.43%		-11.22%		+0.00		+0.00%		156620		2929925		--		--		
SH600157	永泰能源	-0.60%		1.66		14.14亿		-72047002	--		-1.89亿		-258837959	3.89%		0.79		362.17亿	--		--		电力		【煤炭概念;钒电池;绿色电力;页岩气;超超临界发电;碳交易;核电;参股保险;储能;物联网;融资融券;沪股通】	--		--		+3.75%		+4.40%		+0.60		+0.60%		9008664		18731274	--		--		
SH600158	中体产业	+2.25%		9.10		3.19亿		+14845972	5165.86万	2339.86万	51658606	3.69%		1.80		87.32亿		--		--		其他社会服务	【冰雪产业;体育产业;足球概念;旅游概念;职业教育;赛马概念;文化传媒概念;NFT概念;数字经济;京津冀一体化;国企改革;在线教育;数据中心;沪股通;融资融券;中字头股票】	--		--		+2.59%		+4.12%		-0.11		-0.11%		2727452		3244150		--		--		
SH600159	大龙地产	+0.71%		2.85		5209.55万	+1937774	164.55万	-103.09万	1645546		2.21%		1.05		23.66亿		--		--		房地产		【京津冀一体化;国企改革】	--		--		+2.15%		+0.71%		+0.00		+0.00%		123954		207195		--		--		
SH600160	巨化股份	-2.96%		36.69		16.27亿		-142178620	--		-1.10亿		-109236850	1.65%		1.58		990.54亿	--		--		化学制品	【PVDF概念;液冷服务器;氟化工概念;锂电池概念;中芯国际概念;数据中心;融资融券;消毒剂;风电;煤化工概念;绿色电力;碳交易;国企改革;沪股通】	--		--		-4.00%		+1.97%		-2.14		-2.14%		24035200	7943532		--		--		
SH600161	天坛生物	+0.18%		17.08		2.17亿		-21227102	--		-1825.92万	-15151411	0.64%		1.20		337.74亿	--		--		生物制品	【肝炎概念;国企改革;央企国企改革;沪股通;融资融券】	--		--		+2.89%		+2.46%		+0.12		+0.12%		1024200		2338252		--		--		
SH600162	香江控股	+0.00%		1.90		8788.59万	-3132616	--		-1008.29万	-10797630	1.42%		0.98		62.10亿		--		--		房地产		【民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券】	--		--		+2.15%		+2.15%		-0.53		-0.53%		559629		1903800		--		--		
SH600163	中闽能源	+0.00%		5.53		1.72亿		-25001969	--		-1957.74万	-20925733	1.64%		1.30		105.24亿	--		--		电力		【福建自贸区;海峡两岸;生物质能发电;绿色电力;国企改革;化债概念(AMC概念);风电;充电桩;沪股通;融资融券】	--		--		-6.90%		-13.59%		+0.18		+0.18%		637100		2052736		--		--		
SH600166	福田汽车	+0.34%		2.92		3.49亿		+8587627	--		-778.17万	-42923707	1.51%		0.97		231.19亿	--		--		汽车整车	【冷链物流;国企改革;车联网(车路协同);无人驾驶;华为汽车;DeepSeek概念;智慧城市;燃料电池;工业互联网;氢能源;新能源汽车;百度概念;动力电池回收;华为概念;智能座舱;军工;锂电池概念;宁德时代概念;固态电池;沪股通;融资融券】	--		--		+1.74%		+6.96%		+0.34		+0.34%		2470028		6078564		--		--		
SH600167	联美控股	+0.54%		7.40		1.49亿		-6217592	--		-1182.27万	-13634209	0.89%		1.29		167.45亿	--		--		电力		【生物质能发电;参股保险;创投;氢能源;绿色电力;沪股通;文化传媒概念;华为概念;融资融券】	--		--		+3.06%		-0.67%		+0.27		+0.27%		503316		1625040		--		--		
SH600168	武汉控股	+0.39%		5.19		5784.63万	-1704599	--		-675.19万	-8732517	1.13%		1.28		51.56亿		--		--		环境治理	【新型城镇化;PPP概念;地下管网;固废处理;国企改革;污水处理;绿色电力;智慧城市;人工智能;融资融券】	--		--		+0.39%		+1.37%		-0.19		-0.19%		244068		959631		--		--		
SH600170	上海建工	+1.47%		2.76		5.71亿		+25085844	7487.82万	5370.32万	74878248	2.34%		1.20		245.25亿	--		--		建筑装饰	【PPP概念;水利;光伏建筑一体化;地下管网;雄安新区;装配式建筑;新型城镇化;绿色电力;房屋检测;核电;一带一路;水泥概念;碳中和;土壤修复;国企改革;物业管理;乡村振兴;数字孪生;参股券商;人工智能;DeepSeek概念;上海国企改革;证金持股;低空经济;数据中心;机器人概念;黄金概念;融资融券;沪股通】	--		--		+3.37%		+3.76%		+0.37		+0.37%		3097185		5776404		--		--		
SH600171	上海贝岭	+1.50%		33.25		8.24亿		-1240520	9486.92万	3271.61万	94869239	3.52%		1.22		235.72亿	--		--		半导体		【汽车芯片;MCU芯片;第三代半导体;芯片概念;无线耳机;汽车电子;无线充电;物联网;存储芯片;低空经济;共封装光学(CPO);智能电网;充电桩;长三角一体化;锂电池概念;国企改革;央企国企改革;沪股通;融资融券;智能家居】	--		--		+4.17%		+5.49%		+0.00		+0.00%		4753476		12768333	--		--		
SH600172	黄河旋风	+0.16%		6.39		6.77亿		-66166126	--		-7780.01万	-115184406	8.33%		0.80		81.55亿		--		--		通用设备	【培育钻石;物业管理;国企改革;第三代半导体;旅游概念;回购增持再贷款概念;沪股通;融资融券】	--		--		+7.21%		+0.47%		-0.78		-0.78%		9576024		12119913	--		--		
SH600173	卧龙新能	+1.22%		7.47		1.07亿		+7527810	1458.90万	1230.34万	14589028	2.05%		1.27		52.32亿		--		--		房地产		【储能;物业管理;氢能源;锂电池概念;机器人概念;稀土永磁;手机游戏;网络游戏;绿色电力;IP经济(谷子经济);风电;黄金概念;金属铅;金属锌;金属铜;沪股通;股权转让(并购重组)】	--		--		+3.89%		+4.48%		+0.00		+0.00%		315864		1983285		--		--		
