代码		    名称		涨幅		现价		昨日成交额		当日成交额		主力净额		资金流向		主力资金流向[20260113]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间
SZ002354	天娱数科	--		--		26.50亿		0.00		--		3.94亿		0.00		0		--		--		131.38亿	--		--		文化传媒	【Sora概念(文生视频);ChatGPT概念;快手概念;AIGC概念;多模态AI;Web3.0;虚拟数字人;短剧游戏;AI智能体;小红书概念;抖音概念(字节概念);云计算;手机游戏;元宇宙;网络游戏;百度概念;在线教育;腾讯概念;数据确权;文化传媒概念;数据要素;信创;算力租赁;电子竞技;DeepSeek概念;虚拟现实;人工智能;数字经济;东数西算(算力);数字孪生;IP经济(谷子经济);MR(混合现实);智能医疗;机器视觉;机器人概念;跨境电商;人形机器人;乡村振兴;芯片概念;深股通;AI应用;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002355	兴民智通	--		--		4.47亿		0.00		--		1841.31万	0.00		0		--		--		42.59亿		--		--		汽车零部件	【时空大数据;参股银行;数据要素;人脸识别;网约车;低空经济;人工智能;车联网(车路协同);鸿蒙概念;无人机;EDR概念;粤港澳大湾区;百度概念;无人驾驶;算力租赁;长安汽车概念;东数西算(算力);新能源汽车;智能座舱;汽车电子;5G;比亚迪概念;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002356	赫美集团	--		--		3.03亿		0.00		--		--		0.00		0		--		--		54.42亿		--		--		零售		【共享单车;天然气;氢能源;充电桩;风电;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002357	富临运业	--		--		1.36亿		0.00		--		--		0.00		0		--		--		34.67亿		--		--		公路铁路运输	【旅游概念;参股银行;网约车;西部大开发;天然气;车联网(车路协同);低空经济;卫星导航;充电桩;宁德时代概念】	--		--		--		--		--		--		--		--		--		--
SZ002358	森源电气	--		--		2.35亿		0.00		--		--		0.00		0		--		--		54.30亿		--		--		电网设备	【柔性直流输电;特高压;智能电网;充电桩;垃圾分类;风电;核电;高压快充;光伏概念;一带一路;国企改革;智慧灯杆;智能物流;新能源汽车;机器人概念;数据中心】	--		--		--		--		--		--		--		--		--		--
SZ002360	同德化工	--		--		4569.56万	0.00		--		--		0.00		0		--		--		16.28亿		--		--		化学制品	【可降解塑料;民爆概念;光伏概念】	--		--		--		--		--		--		--		--		--		--
SZ002361	神剑股份	--		--		46.88亿		0.00		--		--		0.00		0		--		--		135.93亿	--		--		塑料制品	【商业航天;碳纤维;军民融合;卫星导航;军工;低空经济;无人机;高铁;污水处理;3D打印;高端装备;国企改革;石墨烯;深股通;股权转让(并购重组);融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002362	汉王科技	--		--		4.51亿		0.00		--		5250.78万	0.00		0		--		--		50.07亿		--		--		软件开发	【AI语料;多模态AI;ChatGPT概念;AI智能体;智慧政务;云计算;人脸识别;华为鲲鹏;虚拟数字人;数据要素;鸿蒙概念;在线教育;信创;语音技术;安防;电子身份证;人工智能;电子纸;DeepSeek概念;智慧城市;数字经济;华为概念;智能医疗;机器视觉;IP经济(谷子经济);京津冀一体化;PM2.5;芯片概念;机器人概念;消费电子概念;医疗器械概念;基因测序;跨境电商;比亚迪概念;AI应用;融资融券;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002363	隆基机械	--		--		5.32亿		0.00		--		--		0.00		0		--		--		43.95亿		--		--		汽车零部件	【长安汽车概念;特斯拉概念;商业航天;华为汽车;新能源汽车;比亚迪概念;军工;数字经济;华为概念;百度概念】	--		--		--		--		--		--		--		--		--		--
SZ002364	中恒电气	--		--		31.80亿		0.00		--		--		0.00		0		--		--		184.01亿	--		--		其他电源设备	【中国AI 50;高压快充;5G;数据中心;智能电网;特高压;充电桩;华为概念;换电概念;新能源汽车;百度概念;阿里巴巴概念;储能;腾讯概念;虚拟电厂;海工装备;两轮车;核电;拼多多概念;工业互联网;数字孪生;风电;水利;碳中和;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002365	永安药业	--		--		1.36亿		0.00		--		--		0.00		0		--		--		38.70亿		--		--		化学制药	【宠物经济;维生素;医药电商;三胎概念;跨境电商;一带一路;人民币贬值受益;石墨烯;氢能源;证金持股;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002366	融发核电	--		--		33.62亿		0.00		--		2.01亿		0.00		0		--		--		118.93亿	--		--		其他电源设备	【可控核聚变;核电;海工装备;超超临界发电;风电;军工;商业航天;高端装备;一带一路;西部大开发;国企改革;机器人概念;航运概念;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002367	康力电梯	--		--		1.56亿		0.00		--		--		0.00		0		--		--		63.09亿		--		--		专用设备	【长三角一体化;新型城镇化;创投;一带一路;独角兽概念;人工智能;物联网;机器人概念;ChatGPT概念;芯片概念;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002368	太极股份	--		--		8.36亿		0.00		--		1.39亿		0.00		0		--		--		167.76亿	--		--		IT服务		【信创;AI智能体;华为鲲鹏;鸿蒙概念;财税数字化;云计算;数据要素;数据安全;国产操作系统;智慧政务;安防;网络安全;人工智能;阿里巴巴概念;DeepSeek概念;华为概念;数字孪生;智慧城市;东数西算(算力);数字乡村;物联网;国资云;数字经济;智能医疗;军工信息化;数字货币;DRG/DIP;芯片概念;跨境支付(CIPS);无人驾驶;工业互联网;汽车电子;数据中心;电力物联网;水利;体育产业;雄安新区;回购增持再贷款概念;雅下水电概念;国企改革;央企国企改革;深股通;融资融券;新型工业化;互联网金融】	--		--		--		--		--		--		--		--		--		--
SZ002369	卓翼科技	--		--		3.88亿		0.00		--		7961.36万	0.00		0		--		--		52.71亿		--		--		消费电子	【元宇宙;虚拟现实;区块链;智能家居;鸿蒙概念;粤港澳大湾区;物联网;创投;智能穿戴;华为概念;跨境电商;智能音箱;WiFi 6;新型工业化;工业互联网;机器人概念;消费电子概念;无线耳机;汽车电子;5G;储能;融资融券;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002370	亚太药业	--		--		3.79亿		0.00		--		--		0.00		0		--		--		56.75亿		--		--		化学制药	【仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;猴痘概念;股权转让(并购重组);融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002371	北方华创	--		--		56.39亿		0.00		--		--		0.00		0		--		--		3632.88亿	--		--		半导体		【国家大基金持股;中芯国际概念;存储芯片;OLED;第三代半导体;华为海思概念股;中国AI 50;同花顺新质50;芯片概念;锂电池概念;光伏概念;深股通;融资融券;同花顺漂亮100;国企改革】	--		--		--		--		--		--		--		--		--		--
SZ002372	伟星新材	--		--		1.11亿		0.00		--		--		0.00		0		--		--		153.56亿	--		--		建筑材料	【净水概念;地下管网;智能家居;污水处理;数字经济;一带一路;水利;海峡两岸;石墨烯;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002373	千方科技	--		--		13.44亿		0.00		--		--		0.00		0		--		--		186.25亿	--		--		IT服务		【车联网(车路协同);多模态AI;毫米波雷达;机器视觉;百度概念;无人驾驶;汽车电子;华为概念;云计算;元宇宙;AI智能体;阿里巴巴概念;数据中心;人脸识别;安防;AIGC概念;东数西算(算力);小米概念;物联网;人工智能;数据要素;时空大数据;商业航天;小米汽车;蚂蚁集团概念;无人机;ETC;DeepSeek概念;互联网金融;数字经济;智慧灯杆;数字孪生;低空经济;智慧城市;大飞机;充电桩;京津冀一体化;智能物流;水利;跨境电商;一带一路;雄安新区;PPP概念;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002374	中锐股份	--		--		3.12亿		0.00		--		--		0.00		0		--		--		42.21亿		--		--		包装印刷	【白酒概念;PPP概念;海峡两岸;污水处理;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002375	亚厦股份	--		--		1.10亿		0.00		--		--		0.00		0		--		--		55.33亿		--		--		建筑装饰	【装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;智慧城市;高铁;智能家居;人工智能;安防;工业互联网;腾讯概念;百度概念;华为概念;虚拟现实;3D打印;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002376	新北洋		--		--		2.21亿		0.00		--		3934.94万	0.00		0		--		--		62.43亿		--		--		计算机设备	【无人零售;人工智能;智能物流;物联网;智慧政务;虚拟数字人;信创;机器人概念;机器视觉;数字货币;换电概念;冷链物流;新型工业化;传感器;芯片概念;锂电池概念;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002377	国创高新	--		--		6206.77万	0.00		--		275.57万	0.00		0		--		--		25.65亿		--		--		石油加工贸易	【互联网金融;股权转让(并购重组)】	--		--		--		--		--		--		--		--		--		--
SZ002378	章源钨业	--		--		18.25亿		0.00		--		--		0.00		0		--		--		198.99亿	--		--		小金属		【小金属概念;金属铜;深股通;融资融券;工业母机;军工】	--		--		--		--		--		--		--		--		--		--
SZ002379	宏创控股	--		--		9.60亿		0.00		--		--		0.00		0		--		--		322.39亿	--		--		工业金属	【股权转让(并购重组);金属回收;深股通;融资融券】	--		--		--		--		--		--		--		--		09:25:00	09:30:00
SZ002380	科远智慧	--		--		5.49亿		0.00		--		7321.33万	0.00		0		--		--		44.23亿		--		--		IT服务		【传感器;专精特新;新型工业化;机器视觉;机器人概念;工业互联网;华为概念;电力物联网;光热发电;核电;信创;人工智能;智能电网;储能;智慧城市;虚拟电厂;数据要素;一带一路;数字经济;碳中和;垃圾分类;超超临界发电;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002381	双箭股份	--		--		4259.37万	0.00		--		71.96万		0.00		0		--		--		21.75亿		--		--		橡胶制品	【养老概念;长三角一体化】	--		--		--		--		--		--		--		--		--		--
SZ002382	蓝帆医疗	--		--		1.70亿		0.00		--		3785.44万	0.00		0		--		--		60.68亿		--		--		医疗器械	【三胎概念;跨境电商;医药电商;一带一路;医疗器械概念;人民币贬值受益;特斯拉概念;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002383	合众思壮	--		--		17.00亿		0.00		--		165.06万	0.00		0		--		--		112.31亿	--		--		军工电子	【卫星导航;无人驾驶;商业航天;农机;无人机;机器人概念;车联网(车路协同);低空经济;智慧灯杆;时空大数据;智慧城市;汽车芯片;京津冀一体化;数字经济;华为概念;芯片概念;数字乡村;生态农业;水利;新型城镇化;国企改革;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002384	东山精密	--		--		53.82亿		0.00		--		--		0.00		0		--		--		1087.43亿	--		--		元件		【共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;MiniLED;芯片概念;消费电子概念;人形机器人;数据中心;小米概念;特斯拉概念;新能源汽车;华为概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002385	大北农		--		--		3.64亿		0.00		--		1890.60万	0.00		0		--		--		144.49亿	--		--		农产品加工	【大豆;猪肉;玉米;粮食概念;转基因;农业种植;农村电商;预制菜;乡村振兴;动物疫苗;宠物经济;三胎概念;合成生物;俄乌冲突概念;京津冀一体化;乳业;消毒剂;数字经济;数字乡村;DeepSeek概念;融资融券;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002386	天原股份	--		--		2.23亿		0.00		--		--		0.00		0		--		--		73.14亿		--		--		化学原料	【钛白粉概念;磷化工;锂电池概念;水泥概念;煤炭概念;绿色电力;固态电池;氢能源;西部大开发;国企改革;宁德时代概念;储能;回购增持再贷款概念;融资融券;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002387	维信诺		--		--		2.66亿		0.00		--		3979.56万	0.00		0		--		--		126.39亿	--		--		光学光电子	【MicroLED概念;人脸识别;柔性屏(折叠屏);虚拟现实;智能穿戴;OLED;绿色电力;消费电子概念;小米概念;汽车电子;芯片概念;华为手机;深股通;股权转让(并购重组);融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002388	新亚制程	--		--		--		0.00		--		--		0.00		0		--		--		33.51亿		--		--		其他电子	【有机硅概念;氟化工概念;钠离子电池;锂电池概念;固态电池;粤港澳大湾区;充电桩;华为概念;比亚迪概念;新能源汽车;无人机;富士康概念;消费电子概念;摘帽】	--		--		--		--		--		--		--		--		--		--
SZ002389	航天彩虹	--		--		38.59亿		0.00		--		1.50亿		0.00		0		--		--		287.06亿	--		--		军工装备	【军民融合;军工;无人机;低空经济;央企国企改革;智能物流;人工智能;碳纤维;国企改革;人民币贬值受益;光伏概念;柔性屏(折叠屏);MiniLED;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002390	信邦制药	--		--		1.22亿		0.00		--		2187.57万	0.00		0		--		--		64.58亿		--		--		中药		【土地流转;医药电商;民营医院;流感;肝炎概念;养老概念;农业种植;医美概念;牙科医疗;冷链物流;基因测序;乡村振兴;医疗器械概念;创投;西部大开发;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002391	长青股份	--		--		4173.46万	0.00		--		--		0.00		0		--		--		28.17亿		--		--		农化制品	【化肥;乡村振兴;人民币贬值受益】	--		--		--		--		--		--		--		--		--		--
SZ002392	北京利尔	--		--		3.46亿		0.00		--		340.97万	0.00		0		--		--		101.81亿	--		--		建筑材料	【碳中和;中俄贸易概念;参股券商;特钢概念;回购增持再贷款概念;锂电池概念;固态电池;人工智能;AI智能体;小金属概念;芯片概念;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002393	力生制药	--		--		7345.97万	0.00		--		--		0.00		0		--		--		55.22亿		--		--		化学制药	【维生素;阿尔茨海默概念;流感;合成生物;仿制药一致性评价;肝炎概念;创新药;国企改革;京津冀一体化;核污染防治;专精特新;融资融券;深股通】	--		--		--		--		--		--		--		--		--		--
SZ002394	联发股份	--		--		5.09亿		0.00		--		--		0.00		0		--		--		64.56亿		--		--		纺织制造	【一带一路;创投;数字经济】	--		--		--		--		--		--		--		--		09:51:30	13:50:27
SZ002395	双象股份	--		--		5943.21万	0.00		--		--		0.00		0		--		--		46.66亿		--		--		塑料制品	【丙烯酸;足球概念;体育产业;煤化工概念;MR(混合现实);消费电子概念;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002396	星网锐捷	--		--		9.65亿		7.63亿		--		8688.19万	-6679.13万	0		--		--		177.49亿	--		--		通信设备	【共封装光学(CPO);F5G概念;WiFi 6;5G;数据中心;数字货币;华为概念;信创;网络安全;腾讯概念;脑机接口;阿里巴巴概念;移动支付;车联网(车路协同);鸿蒙概念;物联网;AIGC概念;机器人概念;福建自贸区;人工智能;在线教育;DeepSeek概念;海峡两岸;互联网金融;智能家居;文化传媒概念;深股通;融资融券;国企改革;证金持股】	--		--		--		--		--		--		--		--		--		--
SZ002397	梦洁股份	--		--		9153.09万	1.10亿		--		219.11万	-46.87万	0		--		--		25.85亿		--		--		服装家纺	【网红经济;三胎概念;C2M概念;IP经济(谷子经济);智能家居】	--		--		--		--		--		--		--		--		--		--
SZ002398	垒知集团	-0.33%		5.96		2.09亿		2.39亿		+5974682	2058.25万	310.43万	-10755589	6.99%		1.29		33.93亿		--		--		建筑材料	【福建自贸区;海峡两岸;新型城镇化;房屋检测;装配式建筑;地下管网;建筑节能;水泥概念;碳中和;水利;数字经济;医疗器械概念;算力租赁;光伏建筑一体化;数字孪生;创新药;腾讯概念;一带一路;人工智能;华为鲲鹏;阿里巴巴概念;数据中心;AIGC概念;高铁;DeepSeek概念;AI智能体;数据安全;华为欧拉;ERP概念;华为昇腾;储能;光伏概念;新能源汽车;风电;机器人概念;核电;汽车电子;3D打印】	--		--		-2.30%		+1.19%		+1.51		+1.51%		2503268		1498940		--		--
SZ002399	海普瑞		--		--		5547.43万	7838.59万	--		255.49万	18.48万		0		--		--		155.03亿	--		--		化学制药	【创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券】	--		--		--		--		--		--		--		--		--		--
SZ002400	省广集团	+9.99%		12.55		33.35亿		45.71亿		+286565830	--		-12.30亿	-2156341350	21.30%		1.25		216.63亿	3		AI营销+出海营销+广东国资	文化传媒	【小红书概念;快手概念;短剧游戏;AIGC概念;抖音概念(字节概念);文化传媒概念;百度概念;数据要素;云计算;区块链;元宇宙;腾讯概念;国资云;职业教育;阿里巴巴概念;IP经济(谷子经济);DeepSeek概念;人工智能;横琴新区;体育产业;跨境电商;创投;粤港澳大湾区;数据中心;国企改革;长安汽车概念;深股通;融资融券;AI应用】	--		--		+50.32%		+49.60%		+9.99		+9.99%		257674868	10932305	09:25:00	14:17:57
